# Force and moment coefficients
# dragDir     : (1.000000e+00 0.000000e+00 0.000000e+00)
# sideDir     : (0.000000e+00 1.000000e+00 0.000000e+00)
# liftDir     : (0.000000e+00 0.000000e+00 1.000000e+00)
# rollAxis    : (1.000000e+00 0.000000e+00 0.000000e+00)
# pitchAxis   : (0.000000e+00 1.000000e+00 0.000000e+00)
# yawAxis     : (0.000000e+00 0.000000e+00 1.000000e+00)
# magUInf     : 2.600000e+01
# lRef        : 1.420000e+00
# Aref        : 7.500000e-01
# CofR        : (7.200000e-01 0.000000e+00 0.000000e+00)
#
# Time        	Cd            	Cd(f)         	Cd(r)         	Cl            	Cl(f)         	Cl(r)         	CmPitch       	CmRoll        	CmYaw         	Cs            	Cs(f)         	Cs(r)         
247           	-2.277945e-01	-1.517304e-01	-7.606409e-02	-6.135117e-17	-4.010466e-03	4.010466e-03	-4.010466e-03	-3.783315e-02	-1.380411e+01	2.148923e+00	-1.272965e+01	1.487857e+01
248           	-2.277873e-01	-1.517282e-01	-7.605908e-02	-6.133131e-17	-4.010340e-03	4.010340e-03	-4.010340e-03	-3.783457e-02	-1.380373e+01	2.149004e+00	-1.272922e+01	1.487823e+01
249           	-2.278017e-01	-1.517341e-01	-7.606764e-02	-6.134146e-17	-4.010593e-03	4.010593e-03	-4.010593e-03	-3.783321e-02	-1.380434e+01	2.148926e+00	-1.272987e+01	1.487880e+01
250           	-2.277932e-01	-1.517312e-01	-7.606196e-02	-6.132129e-17	-4.010443e-03	4.010443e-03	-4.010443e-03	-3.783462e-02	-1.380388e+01	2.149006e+00	-1.272937e+01	1.487838e+01
251           	-2.278081e-01	-1.517368e-01	-7.607129e-02	-6.133285e-17	-4.010707e-03	4.010707e-03	-4.010707e-03	-3.783278e-02	-1.380448e+01	2.148902e+00	-1.273003e+01	1.487893e+01
252           	-2.277982e-01	-1.517333e-01	-7.606489e-02	-6.131386e-17	-4.010531e-03	4.010531e-03	-4.010531e-03	-3.783419e-02	-1.380398e+01	2.148982e+00	-1.272949e+01	1.487847e+01
253           	-2.278113e-01	-1.517382e-01	-7.607313e-02	-6.132590e-17	-4.010763e-03	4.010763e-03	-4.010763e-03	-3.783253e-02	-1.380457e+01	2.148888e+00	-1.273013e+01	1.487902e+01
254           	-2.278006e-01	-1.517343e-01	-7.606628e-02	-6.130663e-17	-4.010574e-03	4.010574e-03	-4.010574e-03	-3.783401e-02	-1.380410e+01	2.148972e+00	-1.272961e+01	1.487858e+01
255           	-2.278146e-01	-1.517395e-01	-7.607505e-02	-6.131904e-17	-4.010820e-03	4.010820e-03	-4.010820e-03	-3.783223e-02	-1.380472e+01	2.148871e+00	-1.273029e+01	1.487916e+01
256           	-2.278044e-01	-1.517358e-01	-7.606863e-02	-6.129978e-17	-4.010641e-03	4.010641e-03	-4.010641e-03	-3.783358e-02	-1.380424e+01	2.148948e+00	-1.272977e+01	1.487871e+01
257           	-2.278182e-01	-1.517408e-01	-7.607745e-02	-6.131173e-17	-4.010884e-03	4.010884e-03	-4.010884e-03	-3.783166e-02	-1.380483e+01	2.148838e+00	-1.273041e+01	1.487925e+01
258           	-2.278073e-01	-1.517365e-01	-7.607074e-02	-6.129265e-17	-4.010691e-03	4.010691e-03	-4.010691e-03	-3.783290e-02	-1.380431e+01	2.148909e+00	-1.272985e+01	1.487876e+01
259           	-2.278191e-01	-1.517407e-01	-7.607835e-02	-6.130453e-17	-4.010899e-03	4.010899e-03	-4.010899e-03	-3.783119e-02	-1.380484e+01	2.148812e+00	-1.273044e+01	1.487925e+01
260           	-2.278064e-01	-1.517358e-01	-7.607053e-02	-6.128529e-17	-4.010676e-03	4.010676e-03	-4.010676e-03	-3.783266e-02	-1.380428e+01	2.148895e+00	-1.272983e+01	1.487873e+01
261           	-2.278182e-01	-1.517399e-01	-7.607828e-02	-6.129832e-17	-4.010884e-03	4.010884e-03	-4.010884e-03	-3.783083e-02	-1.380484e+01	2.148791e+00	-1.273044e+01	1.487923e+01
262           	-2.278063e-01	-1.517352e-01	-7.607103e-02	-6.128021e-17	-4.010674e-03	4.010674e-03	-4.010674e-03	-3.783210e-02	-1.380432e+01	2.148863e+00	-1.272988e+01	1.487875e+01
263           	-2.278183e-01	-1.517394e-01	-7.607890e-02	-6.129329e-17	-4.010886e-03	4.010886e-03	-4.010886e-03	-3.783027e-02	-1.380488e+01	2.148759e+00	-1.273050e+01	1.487926e+01
264           	-2.278064e-01	-1.517347e-01	-7.607166e-02	-6.127505e-17	-4.010676e-03	4.010676e-03	-4.010676e-03	-3.783153e-02	-1.380435e+01	2.148831e+00	-1.272993e+01	1.487877e+01
265           	-2.278180e-01	-1.517387e-01	-7.607927e-02	-6.128764e-17	-4.010880e-03	4.010880e-03	-4.010880e-03	-3.782971e-02	-1.380488e+01	2.148727e+00	-1.273052e+01	1.487925e+01
266           	-2.278053e-01	-1.517337e-01	-7.607162e-02	-6.126873e-17	-4.010656e-03	4.010656e-03	-4.010656e-03	-3.783102e-02	-1.380431e+01	2.148802e+00	-1.272991e+01	1.487872e+01
267           	-2.278162e-01	-1.517372e-01	-7.607900e-02	-6.128194e-17	-4.010849e-03	4.010849e-03	-4.010849e-03	-3.782911e-02	-1.380482e+01	2.148693e+00	-1.273048e+01	1.487917e+01
268           	-2.278027e-01	-1.517318e-01	-7.607093e-02	-6.126384e-17	-4.010611e-03	4.010611e-03	-4.010611e-03	-3.783043e-02	-1.380424e+01	2.148768e+00	-1.272986e+01	1.487862e+01
269           	-2.278133e-01	-1.517352e-01	-7.607810e-02	-6.127736e-17	-4.010797e-03	4.010797e-03	-4.010797e-03	-3.782854e-02	-1.380477e+01	2.148661e+00	-1.273044e+01	1.487910e+01
270           	-2.277998e-01	-1.517298e-01	-7.606997e-02	-6.125941e-17	-4.010559e-03	4.010559e-03	-4.010559e-03	-3.782992e-02	-1.380421e+01	2.148739e+00	-1.272984e+01	1.487858e+01
271           	-2.278112e-01	-1.517336e-01	-7.607764e-02	-6.127291e-17	-4.010761e-03	4.010761e-03	-4.010761e-03	-3.782796e-02	-1.380476e+01	2.148628e+00	-1.273045e+01	1.487908e+01
272           	-2.277983e-01	-1.517283e-01	-7.606994e-02	-6.125466e-17	-4.010533e-03	4.010533e-03	-4.010533e-03	-3.782919e-02	-1.380420e+01	2.148698e+00	-1.272985e+01	1.487855e+01
273           	-2.278092e-01	-1.517318e-01	-7.607739e-02	-6.126804e-17	-4.010726e-03	4.010726e-03	-4.010726e-03	-3.782722e-02	-1.380471e+01	2.148586e+00	-1.273042e+01	1.487900e+01
274           	-2.277953e-01	-1.517262e-01	-7.606914e-02	-6.124975e-17	-4.010481e-03	4.010481e-03	-4.010481e-03	-3.782852e-02	-1.380411e+01	2.148660e+00	-1.272978e+01	1.487844e+01
275           	-2.278052e-01	-1.517293e-01	-7.607598e-02	-6.126345e-17	-4.010656e-03	4.010656e-03	-4.010656e-03	-3.782665e-02	-1.380461e+01	2.148553e+00	-1.273033e+01	1.487888e+01
276           	-2.277911e-01	-1.517235e-01	-7.606760e-02	-6.124629e-17	-4.010407e-03	4.010407e-03	-4.010407e-03	-3.782794e-02	-1.380401e+01	2.148627e+00	-1.272970e+01	1.487833e+01
277           	-2.278016e-01	-1.517269e-01	-7.607477e-02	-6.126081e-17	-4.010592e-03	4.010592e-03	-4.010592e-03	-3.782605e-02	-1.380455e+01	2.148519e+00	-1.273029e+01	1.487880e+01
278           	-2.277876e-01	-1.517212e-01	-7.606643e-02	-6.124336e-17	-4.010345e-03	4.010345e-03	-4.010345e-03	-3.782736e-02	-1.380397e+01	2.148594e+00	-1.272967e+01	1.487827e+01
279           	-2.277982e-01	-1.517245e-01	-7.607375e-02	-6.125769e-17	-4.010532e-03	4.010532e-03	-4.010532e-03	-3.782536e-02	-1.380449e+01	2.148480e+00	-1.273025e+01	1.487873e+01
280           	-2.277844e-01	-1.517188e-01	-7.606558e-02	-6.124008e-17	-4.010288e-03	4.010288e-03	-4.010288e-03	-3.782661e-02	-1.380390e+01	2.148551e+00	-1.272962e+01	1.487818e+01
281           	-2.277944e-01	-1.517220e-01	-7.607241e-02	-6.125397e-17	-4.010465e-03	4.010465e-03	-4.010465e-03	-3.782479e-02	-1.380438e+01	2.148448e+00	-1.273016e+01	1.487861e+01
282           	-2.277797e-01	-1.517160e-01	-7.606371e-02	-6.123667e-17	-4.010205e-03	4.010205e-03	-4.010205e-03	-3.782612e-02	-1.380376e+01	2.148524e+00	-1.272950e+01	1.487802e+01
283           	-2.277894e-01	-1.517189e-01	-7.607047e-02	-6.125135e-17	-4.010377e-03	4.010377e-03	-4.010377e-03	-3.782423e-02	-1.380425e+01	2.148417e+00	-1.273004e+01	1.487846e+01
284           	-2.277746e-01	-1.517129e-01	-7.606179e-02	-6.123455e-17	-4.010117e-03	4.010117e-03	-4.010117e-03	-3.782554e-02	-1.380365e+01	2.148491e+00	-1.272940e+01	1.487789e+01
285           	-2.277847e-01	-1.517160e-01	-7.606870e-02	-6.124944e-17	-4.010294e-03	4.010294e-03	-4.010294e-03	-3.782365e-02	-1.380416e+01	2.148383e+00	-1.272997e+01	1.487835e+01
286           	-2.277705e-01	-1.517102e-01	-7.606025e-02	-6.123209e-17	-4.010043e-03	4.010043e-03	-4.010043e-03	-3.782498e-02	-1.380357e+01	2.148459e+00	-1.272934e+01	1.487780e+01
287           	-2.277812e-01	-1.517136e-01	-7.606760e-02	-6.124654e-17	-4.010232e-03	4.010232e-03	-4.010232e-03	-3.782300e-02	-1.380409e+01	2.148346e+00	-1.272992e+01	1.487827e+01
288           	-2.277663e-01	-1.517075e-01	-7.605878e-02	-6.122900e-17	-4.009971e-03	4.009971e-03	-4.009971e-03	-3.782438e-02	-1.380347e+01	2.148425e+00	-1.272926e+01	1.487768e+01
289           	-2.277767e-01	-1.517108e-01	-7.606593e-02	-6.124360e-17	-4.010153e-03	4.010153e-03	-4.010153e-03	-3.782242e-02	-1.380396e+01	2.148313e+00	-1.272981e+01	1.487812e+01
290           	-2.277614e-01	-1.517045e-01	-7.605692e-02	-6.122648e-17	-4.009884e-03	4.009884e-03	-4.009884e-03	-3.782380e-02	-1.380333e+01	2.148392e+00	-1.272913e+01	1.487752e+01
291           	-2.277709e-01	-1.517074e-01	-7.606347e-02	-6.124168e-17	-4.010051e-03	4.010051e-03	-4.010051e-03	-3.782198e-02	-1.380381e+01	2.148288e+00	-1.272967e+01	1.487796e+01
292           	-2.277564e-01	-1.517015e-01	-7.605489e-02	-6.122537e-17	-4.009795e-03	4.009795e-03	-4.009795e-03	-3.782331e-02	-1.380322e+01	2.148364e+00	-1.272904e+01	1.487741e+01
293           	-2.277666e-01	-1.517047e-01	-7.606184e-02	-6.124056e-17	-4.009975e-03	4.009975e-03	-4.009975e-03	-3.782145e-02	-1.380374e+01	2.148258e+00	-1.272961e+01	1.487787e+01
294           	-2.277524e-01	-1.516990e-01	-7.605343e-02	-6.122385e-17	-4.009726e-03	4.009726e-03	-4.009726e-03	-3.782278e-02	-1.380316e+01	2.148334e+00	-1.272899e+01	1.487732e+01
295           	-2.277631e-01	-1.517024e-01	-7.606072e-02	-6.123884e-17	-4.009914e-03	4.009914e-03	-4.009914e-03	-3.782084e-02	-1.380367e+01	2.148224e+00	-1.272955e+01	1.487778e+01
296           	-2.277481e-01	-1.516963e-01	-7.605177e-02	-6.122171e-17	-4.009649e-03	4.009649e-03	-4.009649e-03	-3.782227e-02	-1.380303e+01	2.148305e+00	-1.272888e+01	1.487718e+01
297           	-2.277577e-01	-1.516993e-01	-7.605836e-02	-6.123677e-17	-4.009818e-03	4.009818e-03	-4.009818e-03	-3.782047e-02	-1.380350e+01	2.148203e+00	-1.272940e+01	1.487760e+01
298           	-2.277430e-01	-1.516933e-01	-7.604966e-02	-6.122050e-17	-4.009560e-03	4.009560e-03	-4.009560e-03	-3.782183e-02	-1.380289e+01	2.148280e+00	-1.272875e+01	1.487703e+01
299           	-2.277528e-01	-1.516964e-01	-7.605638e-02	-6.123595e-17	-4.009733e-03	4.009733e-03	-4.009733e-03	-3.782003e-02	-1.380339e+01	2.148178e+00	-1.272930e+01	1.487748e+01
300           	-2.277385e-01	-1.516907e-01	-7.604781e-02	-6.121964e-17	-4.009480e-03	4.009480e-03	-4.009480e-03	-3.782143e-02	-1.380280e+01	2.148257e+00	-1.272867e+01	1.487693e+01
301           	-2.277495e-01	-1.516942e-01	-7.605521e-02	-6.123498e-17	-4.009673e-03	4.009673e-03	-4.009673e-03	-3.781952e-02	-1.380334e+01	2.148148e+00	-1.272926e+01	1.487741e+01
302           	-2.277350e-01	-1.516884e-01	-7.604656e-02	-6.121789e-17	-4.009419e-03	4.009419e-03	-4.009419e-03	-3.782094e-02	-1.380273e+01	2.148230e+00	-1.272862e+01	1.487685e+01
303           	-2.277453e-01	-1.516918e-01	-7.605356e-02	-6.123285e-17	-4.009601e-03	4.009601e-03	-4.009601e-03	-3.781911e-02	-1.380323e+01	2.148126e+00	-1.272916e+01	1.487729e+01
304           	-2.277312e-01	-1.516861e-01	-7.604514e-02	-6.121639e-17	-4.009352e-03	4.009352e-03	-4.009352e-03	-3.782047e-02	-1.380261e+01	2.148203e+00	-1.272851e+01	1.487672e+01
305           	-2.277412e-01	-1.516893e-01	-7.605190e-02	-6.123187e-17	-4.009528e-03	4.009528e-03	-4.009528e-03	-3.781869e-02	-1.380310e+01	2.148101e+00	-1.272905e+01	1.487715e+01
306           	-2.277266e-01	-1.516834e-01	-7.604316e-02	-6.121594e-17	-4.009270e-03	4.009270e-03	-4.009270e-03	-3.782012e-02	-1.380250e+01	2.148183e+00	-1.272841e+01	1.487659e+01
307           	-2.277372e-01	-1.516869e-01	-7.605031e-02	-6.123196e-17	-4.009458e-03	4.009458e-03	-4.009458e-03	-3.781829e-02	-1.380303e+01	2.148079e+00	-1.272899e+01	1.487707e+01
308           	-2.277227e-01	-1.516812e-01	-7.604156e-02	-6.121565e-17	-4.009203e-03	4.009203e-03	-4.009203e-03	-3.781980e-02	-1.380244e+01	2.148165e+00	-1.272836e+01	1.487652e+01
309           	-2.277338e-01	-1.516849e-01	-7.604894e-02	-6.123134e-17	-4.009398e-03	4.009398e-03	-4.009398e-03	-3.781796e-02	-1.380297e+01	2.148060e+00	-1.272894e+01	1.487700e+01
310           	-2.277198e-01	-1.516793e-01	-7.604050e-02	-6.121478e-17	-4.009152e-03	4.009152e-03	-4.009152e-03	-3.781941e-02	-1.380237e+01	2.148143e+00	-1.272830e+01	1.487644e+01
311           	-2.277308e-01	-1.516830e-01	-7.604786e-02	-6.123033e-17	-4.009345e-03	4.009345e-03	-4.009345e-03	-3.781755e-02	-1.380287e+01	2.148037e+00	-1.272886e+01	1.487689e+01
312           	-2.277161e-01	-1.516771e-01	-7.603894e-02	-6.121413e-17	-4.009086e-03	4.009086e-03	-4.009086e-03	-3.781909e-02	-1.380224e+01	2.148124e+00	-1.272818e+01	1.487630e+01
313           	-2.277262e-01	-1.516804e-01	-7.604581e-02	-6.122989e-17	-4.009264e-03	4.009264e-03	-4.009264e-03	-3.781728e-02	-1.380274e+01	2.148022e+00	-1.272873e+01	1.487675e+01
314           	-2.277116e-01	-1.516747e-01	-7.603697e-02	-6.121375e-17	-4.009008e-03	4.009008e-03	-4.009008e-03	-3.781885e-02	-1.380214e+01	2.148111e+00	-1.272809e+01	1.487620e+01
315           	-2.277231e-01	-1.516786e-01	-7.604447e-02	-6.122998e-17	-4.009210e-03	4.009210e-03	-4.009210e-03	-3.781708e-02	-1.380269e+01	2.148010e+00	-1.272869e+01	1.487670e+01
316           	-2.277096e-01	-1.516734e-01	-7.603624e-02	-6.121378e-17	-4.008973e-03	4.008973e-03	-4.008973e-03	-3.781858e-02	-1.380212e+01	2.148096e+00	-1.272807e+01	1.487617e+01
317           	-2.277208e-01	-1.516771e-01	-7.604369e-02	-6.122908e-17	-4.009169e-03	4.009169e-03	-4.009169e-03	-3.781672e-02	-1.380264e+01	2.147990e+00	-1.272865e+01	1.487664e+01
318           	-2.277068e-01	-1.516716e-01	-7.603517e-02	-6.121247e-17	-4.008922e-03	4.008922e-03	-4.008922e-03	-3.781823e-02	-1.380203e+01	2.148075e+00	-1.272799e+01	1.487607e+01
319           	-2.277182e-01	-1.516755e-01	-7.604266e-02	-6.122811e-17	-4.009123e-03	4.009123e-03	-4.009123e-03	-3.781642e-02	-1.380255e+01	2.147973e+00	-1.272856e+01	1.487654e+01
320           	-2.277040e-01	-1.516700e-01	-7.603401e-02	-6.121193e-17	-4.008873e-03	4.008873e-03	-4.008873e-03	-3.781798e-02	-1.380194e+01	2.148061e+00	-1.272791e+01	1.487597e+01
321           	-2.277145e-01	-1.516735e-01	-7.604105e-02	-6.122798e-17	-4.009059e-03	4.009059e-03	-4.009059e-03	-3.781621e-02	-1.380246e+01	2.147961e+00	-1.272848e+01	1.487644e+01
322           	-2.277009e-01	-1.516681e-01	-7.603275e-02	-6.121226e-17	-4.008819e-03	4.008819e-03	-4.008819e-03	-3.781770e-02	-1.380189e+01	2.148045e+00	-1.272786e+01	1.487591e+01
323           	-2.277118e-01	-1.516719e-01	-7.603994e-02	-6.122784e-17	-4.009011e-03	4.009011e-03	-4.009011e-03	-3.781598e-02	-1.380242e+01	2.147948e+00	-1.272845e+01	1.487640e+01
324           	-2.276986e-01	-1.516669e-01	-7.603173e-02	-6.121194e-17	-4.008778e-03	4.008778e-03	-4.008778e-03	-3.781756e-02	-1.380185e+01	2.148037e+00	-1.272783e+01	1.487587e+01
325           	-2.277103e-01	-1.516709e-01	-7.603941e-02	-6.122749e-17	-4.008984e-03	4.008984e-03	-4.008984e-03	-3.781574e-02	-1.380239e+01	2.147934e+00	-1.272842e+01	1.487635e+01
326           	-2.276968e-01	-1.516657e-01	-7.603112e-02	-6.121145e-17	-4.008747e-03	4.008747e-03	-4.008747e-03	-3.781730e-02	-1.380178e+01	2.148023e+00	-1.272777e+01	1.487580e+01
327           	-2.277075e-01	-1.516694e-01	-7.603812e-02	-6.122723e-17	-4.008934e-03	4.008934e-03	-4.008934e-03	-3.781562e-02	-1.380228e+01	2.147927e+00	-1.272832e+01	1.487624e+01
328           	-2.276939e-01	-1.516641e-01	-7.602979e-02	-6.121137e-17	-4.008695e-03	4.008695e-03	-4.008695e-03	-3.781714e-02	-1.380169e+01	2.148013e+00	-1.272768e+01	1.487570e+01
329           	-2.277050e-01	-1.516679e-01	-7.603709e-02	-6.122749e-17	-4.008890e-03	4.008890e-03	-4.008890e-03	-3.781539e-02	-1.380223e+01	2.147914e+00	-1.272827e+01	1.487618e+01
330           	-2.276914e-01	-1.516627e-01	-7.602866e-02	-6.121164e-17	-4.008651e-03	4.008651e-03	-4.008651e-03	-3.781703e-02	-1.380165e+01	2.148007e+00	-1.272765e+01	1.487566e+01
331           	-2.277033e-01	-1.516669e-01	-7.603642e-02	-6.122739e-17	-4.008861e-03	4.008861e-03	-4.008861e-03	-3.781524e-02	-1.380221e+01	2.147906e+00	-1.272826e+01	1.487616e+01
332           	-2.276903e-01	-1.516620e-01	-7.602836e-02	-6.121094e-17	-4.008632e-03	4.008632e-03	-4.008632e-03	-3.781679e-02	-1.380164e+01	2.147994e+00	-1.272764e+01	1.487564e+01
333           	-2.277022e-01	-1.516661e-01	-7.603610e-02	-6.122665e-17	-4.008841e-03	4.008841e-03	-4.008841e-03	-3.781498e-02	-1.380217e+01	2.147891e+00	-1.272823e+01	1.487612e+01
334           	-2.276887e-01	-1.516609e-01	-7.602778e-02	-6.121038e-17	-4.008604e-03	4.008604e-03	-4.008604e-03	-3.781656e-02	-1.380158e+01	2.147981e+00	-1.272758e+01	1.487557e+01
335           	-2.276999e-01	-1.516648e-01	-7.603510e-02	-6.122629e-17	-4.008800e-03	4.008800e-03	-4.008800e-03	-3.781483e-02	-1.380209e+01	2.147882e+00	-1.272815e+01	1.487604e+01
336           	-2.276861e-01	-1.516595e-01	-7.602657e-02	-6.121065e-17	-4.008558e-03	4.008558e-03	-4.008558e-03	-3.781647e-02	-1.380151e+01	2.147975e+00	-1.272752e+01	1.487550e+01
337           	-2.276977e-01	-1.516636e-01	-7.603412e-02	-6.122695e-17	-4.008762e-03	4.008762e-03	-4.008762e-03	-3.781474e-02	-1.380206e+01	2.147877e+00	-1.272812e+01	1.487600e+01
338           	-2.276846e-01	-1.516587e-01	-7.602596e-02	-6.121116e-17	-4.008532e-03	4.008532e-03	-4.008532e-03	-3.781635e-02	-1.380150e+01	2.147968e+00	-1.272752e+01	1.487549e+01
339           	-2.276966e-01	-1.516629e-01	-7.603370e-02	-6.122725e-17	-4.008743e-03	4.008743e-03	-4.008743e-03	-3.781461e-02	-1.380205e+01	2.147870e+00	-1.272812e+01	1.487599e+01
340           	-2.276838e-01	-1.516581e-01	-7.602569e-02	-6.121116e-17	-4.008517e-03	4.008517e-03	-4.008517e-03	-3.781619e-02	-1.380148e+01	2.147960e+00	-1.272750e+01	1.487546e+01
341           	-2.276956e-01	-1.516622e-01	-7.603335e-02	-6.122696e-17	-4.008725e-03	4.008725e-03	-4.008725e-03	-3.781444e-02	-1.380200e+01	2.147860e+00	-1.272807e+01	1.487593e+01
342           	-2.276819e-01	-1.516571e-01	-7.602487e-02	-6.121111e-17	-4.008485e-03	4.008485e-03	-4.008485e-03	-3.781609e-02	-1.380140e+01	2.147954e+00	-1.272742e+01	1.487538e+01
343           	-2.276932e-01	-1.516610e-01	-7.603220e-02	-6.122728e-17	-4.008683e-03	4.008683e-03	-4.008683e-03	-3.781440e-02	-1.380193e+01	2.147858e+00	-1.272800e+01	1.487586e+01
344           	-2.276796e-01	-1.516559e-01	-7.602375e-02	-6.121152e-17	-4.008444e-03	4.008444e-03	-4.008444e-03	-3.781607e-02	-1.380135e+01	2.147953e+00	-1.272737e+01	1.487533e+01
345           	-2.276916e-01	-1.516602e-01	-7.603146e-02	-6.122784e-17	-4.008656e-03	4.008656e-03	-4.008656e-03	-3.781436e-02	-1.380191e+01	2.147856e+00	-1.272798e+01	1.487584e+01
346           	-2.276791e-01	-1.516555e-01	-7.602358e-02	-6.121186e-17	-4.008435e-03	4.008435e-03	-4.008435e-03	-3.781596e-02	-1.380136e+01	2.147946e+00	-1.272739e+01	1.487533e+01
347           	-2.276914e-01	-1.516599e-01	-7.603147e-02	-6.122749e-17	-4.008651e-03	4.008651e-03	-4.008651e-03	-3.781420e-02	-1.380191e+01	2.147847e+00	-1.272799e+01	1.487584e+01
348           	-2.276783e-01	-1.516550e-01	-7.602335e-02	-6.121121e-17	-4.008422e-03	4.008422e-03	-4.008422e-03	-3.781583e-02	-1.380133e+01	2.147939e+00	-1.272736e+01	1.487530e+01
349           	-2.276903e-01	-1.516592e-01	-7.603106e-02	-6.122690e-17	-4.008632e-03	4.008632e-03	-4.008632e-03	-3.781409e-02	-1.380186e+01	2.147840e+00	-1.272794e+01	1.487578e+01
350           	-2.276770e-01	-1.516542e-01	-7.602275e-02	-6.121089e-17	-4.008397e-03	4.008397e-03	-4.008397e-03	-3.781572e-02	-1.380127e+01	2.147933e+00	-1.272730e+01	1.487524e+01
351           	-2.276885e-01	-1.516583e-01	-7.603020e-02	-6.122721e-17	-4.008600e-03	4.008600e-03	-4.008600e-03	-3.781405e-02	-1.380181e+01	2.147838e+00	-1.272789e+01	1.487573e+01
352           	-2.276753e-01	-1.516534e-01	-7.602194e-02	-6.121155e-17	-4.008368e-03	4.008368e-03	-4.008368e-03	-3.781571e-02	-1.380125e+01	2.147932e+00	-1.272728e+01	1.487521e+01
353           	-2.276875e-01	-1.516578e-01	-7.602978e-02	-6.122772e-17	-4.008584e-03	4.008584e-03	-4.008584e-03	-3.781399e-02	-1.380182e+01	2.147835e+00	-1.272790e+01	1.487573e+01
354           	-2.276750e-01	-1.516531e-01	-7.602188e-02	-6.121192e-17	-4.008363e-03	4.008363e-03	-4.008363e-03	-3.781562e-02	-1.380126e+01	2.147927e+00	-1.272730e+01	1.487522e+01
355           	-2.276874e-01	-1.516576e-01	-7.602980e-02	-6.122776e-17	-4.008580e-03	4.008580e-03	-4.008580e-03	-3.781389e-02	-1.380181e+01	2.147829e+00	-1.272790e+01	1.487572e+01
356           	-2.276744e-01	-1.516527e-01	-7.602168e-02	-6.121158e-17	-4.008352e-03	4.008352e-03	-4.008352e-03	-3.781553e-02	-1.380122e+01	2.147922e+00	-1.272726e+01	1.487518e+01
357           	-2.276862e-01	-1.516569e-01	-7.602924e-02	-6.122764e-17	-4.008559e-03	4.008559e-03	-4.008559e-03	-3.781384e-02	-1.380175e+01	2.147826e+00	-1.272784e+01	1.487566e+01
358           	-2.276729e-01	-1.516520e-01	-7.602093e-02	-6.121181e-17	-4.008325e-03	4.008325e-03	-4.008325e-03	-3.781551e-02	-1.380117e+01	2.147921e+00	-1.272721e+01	1.487513e+01
359           	-2.276847e-01	-1.516562e-01	-7.602851e-02	-6.122796e-17	-4.008533e-03	4.008533e-03	-4.008533e-03	-3.781384e-02	-1.380172e+01	2.147826e+00	-1.272781e+01	1.487563e+01
360           	-2.276718e-01	-1.516514e-01	-7.602041e-02	-6.121221e-17	-4.008307e-03	4.008307e-03	-4.008307e-03	-3.781551e-02	-1.380116e+01	2.147921e+00	-1.272720e+01	1.487513e+01
361           	-2.276845e-01	-1.516560e-01	-7.602846e-02	-6.122810e-17	-4.008530e-03	4.008530e-03	-4.008530e-03	-3.781378e-02	-1.380174e+01	2.147823e+00	-1.272783e+01	1.487565e+01
362           	-2.276721e-01	-1.516514e-01	-7.602065e-02	-6.121176e-17	-4.008311e-03	4.008311e-03	-4.008311e-03	-3.781539e-02	-1.380118e+01	2.147914e+00	-1.272722e+01	1.487514e+01
363           	-2.276845e-01	-1.516559e-01	-7.602860e-02	-6.122756e-17	-4.008530e-03	4.008530e-03	-4.008530e-03	-3.781365e-02	-1.380173e+01	2.147815e+00	-1.272782e+01	1.487564e+01
364           	-2.276716e-01	-1.516511e-01	-7.602051e-02	-6.121137e-17	-4.008303e-03	4.008303e-03	-4.008303e-03	-3.781529e-02	-1.380114e+01	2.147909e+00	-1.272719e+01	1.487510e+01
365           	-2.276834e-01	-1.516553e-01	-7.602807e-02	-6.122736e-17	-4.008510e-03	4.008510e-03	-4.008510e-03	-3.781362e-02	-1.380168e+01	2.147814e+00	-1.272777e+01	1.487559e+01
366           	-2.276702e-01	-1.516504e-01	-7.601980e-02	-6.121182e-17	-4.008279e-03	4.008279e-03	-4.008279e-03	-3.781531e-02	-1.380111e+01	2.147910e+00	-1.272715e+01	1.487506e+01
367           	-2.276825e-01	-1.516549e-01	-7.602760e-02	-6.122820e-17	-4.008494e-03	4.008494e-03	-4.008494e-03	-3.781363e-02	-1.380168e+01	2.147814e+00	-1.272777e+01	1.487558e+01
368           	-2.276699e-01	-1.516502e-01	-7.601968e-02	-6.121246e-17	-4.008273e-03	4.008273e-03	-4.008273e-03	-3.781528e-02	-1.380113e+01	2.147908e+00	-1.272718e+01	1.487509e+01
369           	-2.276825e-01	-1.516548e-01	-7.602764e-02	-6.122858e-17	-4.008494e-03	4.008494e-03	-4.008494e-03	-3.781360e-02	-1.380170e+01	2.147812e+00	-1.272779e+01	1.487560e+01
370           	-2.276701e-01	-1.516503e-01	-7.601984e-02	-6.121252e-17	-4.008277e-03	4.008277e-03	-4.008277e-03	-3.781523e-02	-1.380113e+01	2.147905e+00	-1.272718e+01	1.487509e+01
371           	-2.276825e-01	-1.516548e-01	-7.602771e-02	-6.122834e-17	-4.008494e-03	4.008494e-03	-4.008494e-03	-3.781352e-02	-1.380167e+01	2.147808e+00	-1.272777e+01	1.487558e+01
372           	-2.276693e-01	-1.516499e-01	-7.601944e-02	-6.121253e-17	-4.008263e-03	4.008263e-03	-4.008263e-03	-3.781522e-02	-1.380108e+01	2.147905e+00	-1.272713e+01	1.487503e+01
